Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2019-02-28,4.15,3.14,0.04,3.14,0.31,1.12,2.25,1.38,0.0,3.9933333333333336,3.49,,0.84,,0.0,0.0,0.0,5.46,1.31,,,,,,,
2019-03-01,4.11,3.44,0.03,3.02,0.15,2.53,1.95,1.51,0.0,4.63,4.57,,1.07,,0.0,0.0,0.0,7.46,2.09,,,,,,,
2019-03-02,4.08,1.07,0.05,4.51,0.24,3.01,1.44,2.1,0.0,1.26,4.3,,1.24,,0.0,0.0,0.0,11.4,2.94,,,,,,,
2019-03-03,4.16,1.18,0.0,2.32,0.31,0.43,1.11,1.94,0.0,1.38,3.52,,0.99,,0.0,0.0,0.0,14.5,3.54,,,,,,,
2019-03-04,4.1,1.04,0.0,3.92,0.25,0.36,1.62,1.59,0.0,1.93,4.41,,1.28,,0.0,0.0,0.0,7.94,7.08,,,,,,,
2019-03-05,4.07,1.48,0.0,2.73,0.34,0.31,3.46,1.82,0.0,1.54,1.52,,0.73,,0.0,0.0,0.0,8.39,1.49,,,,,,,
2019-03-06,4.17,2.36,0.03,3.38,1.1,0.38,4.28,1.55,0.0,1.83,1.27,,1.13,,0.08,0.0,0.0,7.75,1.22,,,,,,,
2019-03-07,4.12,3.82,0.05,5.34,0.46,0.6,6.73,1.35,0.0,1.58,1.43,,1.3,,2.25,0.0,0.0,7.48,3.0,,,,,,,
2019-03-08,4.15,2.51,0.03,4.78,0.47,0.78,3.23,1.57,0.0,1.6,1.05,,1.14,,1.7,0.0,0.0,13.18,4.46,,,,,,,
2019-03-09,4.16,1.92,0.07,3.06,0.28,1.0,1.54,1.73,0.0,2.69,1.3,,0.86,,1.38,0.0,0.0,10.72,4.07,,,,,,,
2019-03-10,4.17,0.92,0.0,3.34,0.26,1.11,0.92,2.14,0.0,1.17,2.62,,0.69,,1.05,0.0,0.0,3.68,2.61,,,,,,,
2019-03-11,4.12,0.79,0.0,4.35,0.36,0.58,0.9,1.64,0.0,1.53,2.14,,0.85,,0.95,0.0,0.0,5.34,3.21,,,,,,,
2019-03-12,4.11,0.88,0.05,2.9,0.34,0.36,1.15,2.0,0.0,1.85,2.7,,0.74,,1.01,0.0,0.0,6.57,3.65,,,,,,,
2019-03-13,4.07,1.09,0.0,4.61,0.38,0.39,1.14,1.8,0.0,1.8,4.05,,1.06,,0.86,0.0,0.0,3.84,2.2,,,,,,,
2019-03-14,4.1,0.9,0.09,5.84,0.3,0.48,1.28,1.6,0.0,2.48,4.07,,0.99,,1.07,0.0,0.0,5.89,3.22,,,,,,,
2019-03-15,4.1,1.01,0.03,3.55,1.33,0.62,1.41,1.59,0.0,0.88,4.4,,0.56,,1.03,0.0,0.0,7.65,2.87,,,,,,,
2019-03-16,4.11,1.25,0.0,2.82,0.51,1.32,1.73,1.56,0.0,0.94,4.25,,0.56,,1.46,0.0,0.0,5.09,2.24,,,,,,,
2019-03-17,4.11,1.19,0.0,3.79,0.39,0.92,0.97,1.33,0.0,1.44,5.63,,0.76,,1.74,0.0,0.0,4.96,3.42,,,,,,,
2019-03-18,4.11,1.05,0.02,4.13,1.69,1.13,1.4,1.38,0.0,1.85,5.03,,0.89,,1.17,0.0,0.0,8.21,3.73,,,,,,,
2019-03-19,4.08,0.93,0.08,4.94,0.79,1.56,0.91,1.51,0.0,3.68,4.93,,1.18,,1.87,0.0,0.0,7.01,1.77,,,,,,,
2019-03-20,4.13,0.97,0.05,4.72,0.32,0.83,1.1,2.34,0.0,2.39,2.97,,0.81,,4.88,0.0,0.0,8.26,1.54,,,,,,,
2019-03-21,4.12,1.12,0.05,4.69,0.31,0.41,0.87,2.32,0.0,4.19,3.55,,0.93,,1.7,0.0,0.0,2.94,4.3,,,,,,,
2019-03-22,4.1,1.38,0.0,1.85,0.31,0.35,1.3,1.35,0.0,3.94,3.76,,0.46,,1.18,0.0,0.0,2.91,0.75,,,,,,,
2019-03-23,4.14,1.33,0.0,2.27,0.25,0.75,1.74,1.07,0.0,3.16,5.12,,0.54,,1.4,0.0,0.0,11.26,1.51,,,,,,,
2019-03-24,4.13,0.98,0.0,2.1,0.83,1.68,1.83,1.2,0.0,3.76,4.77,,0.56,,1.46,0.0,0.0,8.64,1.74,,,,,,,
2019-03-25,4.09,1.07,0.06,2.59,1.5,1.88,1.8,1.59,0.0,2.95,5.26,,0.57,,1.51,0.0,0.0,14.46,2.59,,,,,,,
2019-03-26,4.13,1.07,0.0,3.25,1.1,1.16,2.18,1.8,0.0,2.08,5.35,,0.63,,1.2,0.0,0.0,4.73,2.27,,,,,,,
2019-03-27,4.13,1.24,0.0,3.96,1.12,0.6,1.86,1.69,0.0,1.57,7.79,,1.75,,1.09,0.0,0.0,5.55,1.08,,,,,,,
2019-03-28,4.19,1.69,0.0,6.64,1.48,1.35,2.24,1.92,0.0,1.81,7.4,,2.6,,1.18,0.0,0.0,5.27,1.84,,,,,,,
2019-03-29,4.2,1.7,0.0,6.85,1.82,0.55,2.41,2.29,0.0,2.38,6.44,,2.67,,1.08,0.0,0.0,3.73,3.22,,,,,,,
2019-03-30,4.14,1.45,0.05,5.34,1.65,0.73,1.83,2.43,0.0,2.55,4.97,,1.21,,1.26,0.0,0.0,4.76,3.34,,,,,,,
2019-03-31,4.16,1.17,0.0,2.54,0.52,0.42,1.39,1.76,0.0,3.16,3.8,,0.73,,0.69,0.0,0.0,1.87,0.91,,,,,,,
2019-04-01,4.21,1.21,0.02,2.46,0.7,0.82,3.26,1.49,0.0,3.16,4.69,,0.86,,0.52,0.0,0.0,2.05,1.26,,,,,,,
2019-04-02,4.21,1.43,0.0,4.02,1.17,1.05,1.94,1.59,0.0,2.34,5.9,,1.19,,1.13,0.0,0.0,3.15,1.34,,,,,,,
2019-04-03,4.22,1.57,0.02,4.1,1.36,0.55,1.88,2.32,0.0,1.83,5.81,,1.47,,1.09,0.0,0.0,3.31,0.63,,,,,,,
2019-04-04,4.2,0.93,0.0,6.57,1.35,0.53,1.52,1.54,0.0,3.23,5.57,,2.41,,1.33,0.0,0.0,2.86,0.65,,,,,,,
2019-04-05,4.21,1.62,0.03,6.53,0.98,0.57,1.15,1.54,0.0,2.34,7.19,,1.62,,1.06,0.0,0.0,3.42,7.07,,,,,,,
2019-04-06,4.18,1.33,0.03,4.68,0.82,0.57,1.33,1.43,0.0,2.85,6.33,,0.53,,0.51,0.0,0.0,4.01,1.54,,,,,,,
2019-04-07,4.21,1.26,0.0,5.88,0.48,1.02,0.85,1.12,0.0,2.48,4.41,,0.44,,0.8,0.0,0.0,3.3,0.88,,,,,,,
2019-04-08,4.18,1.5,0.05,2.83,0.46,0.43,1.31,1.49,0.0,2.47,3.76,,0.59,,0.69,0.0,0.0,2.65,4.3,,,,,,,
2019-04-09,4.22,1.49,0.03,4.92,0.23,0.58,1.51,1.54,0.0,2.87,5.12,,0.97,,0.71,0.0,0.0,3.86,0.93,,,,,,,
2019-04-10,4.16,1.36,0.02,6.07,0.25,0.4,1.41,1.42,0.0,2.02,4.41,,1.47,,0.67,0.0,0.0,5.64,1.42,,,,,,,
2019-04-11,4.23,1.21,0.03,3.28,0.27,0.32,4.19,1.55,0.02,2.535,4.25,,1.14,,0.63,0.0,0.0,4.63,1.73,,,,,,,
2019-04-12,4.2,1.66,0.0,2.79,0.3,1.52,1.48,1.62,0.0,3.05,3.7,,0.7,,0.78,0.0,0.0,3.65,2.06,,,,,,,
2019-04-13,4.23,0.96,0.0,2.42,0.22,0.84,2.26,1.57,0.0,3.53,3.86,,0.75,,0.67,0.0,0.0,3.81,1.47,,,,,,,
2019-04-14,4.23,0.26,0.03,2.02,0.19,0.61,2.18,1.33,0.0,2.46,4.5,,0.56,,0.62,0.0,0.0,2.45,1.12,,,,,,,
2019-04-15,4.18,0.53,0.03,2.74,0.19,0.98,1.52,1.46,0.0,3.54,4.71,,0.49,,0.33,0.0,0.0,2.93,0.97,,,,,,,
2019-04-16,4.23,0.83,0.0,2.52,0.23,0.82,1.67,1.35,0.0,4.6,2.72,,0.34,,0.67,0.0,0.0,3.85,1.02,,,,,,,
2019-04-17,4.19,0.99,0.02,1.16,0.21,0.17,1.02,1.09,0.0,2.97,2.57,,0.31,,0.52,0.0,0.0,4.75,19.37,,,,,,,
2019-04-18,4.19,0.93,0.03,2.26,0.21,0.32,1.76,1.13,0.0,1.83,3.07,,0.55,,0.16,0.0,0.0,7.4,82.72,,,,,,,
2019-04-19,4.19,0.64,0.11,3.13,0.25,0.37,1.13,1.1,0.0,1.3,4.32,,0.6,,0.19,0.0,0.0,9.76,1.47,,,,,,,
2019-04-20,4.2,0.74,0.16,3.8,0.22,0.48,1.1,1.22,0.0,1.56,5.28,,0.86,,0.27,0.0,0.0,3.71,0.84,,,,,,,
2019-04-21,4.16,0.7,0.11,4.44,0.22,0.57,0.75,1.95,0.0,3.47,6.52,,1.12,,0.01,0.0,0.0,1.75,0.92,,,,,,,
2019-04-22,4.18,0.78,0.15,5.89,0.25,0.49,0.87,1.38,0.0,2.45,6.43,,1.61,,0.39,0.0,1.6,4.51,1.22,,,,,,,
2019-04-23,4.21,0.81,1.23,6.09,0.31,0.27,1.55,1.34,0.0,1.7,5.83,,2.42,,0.41,0.0,0.0,5.1,2.4,,,,,,,
2019-04-24,4.31,0.96,0.13,3.75,0.26,0.19,1.44,1.62,0.0,1.87,4.38,,1.46,,0.25,0.0,0.0,5.25,3.43,,,,,,,
2019-04-25,4.27,0.84,0.1,3.38,0.27,0.19,1.69,1.7,0.0,2.18,3.58,,0.89,,0.24,0.0,0.0,3.6,2.37,,,,,,,
2019-04-26,4.2299999999999995,0.74,0.26,4.54,0.24,0.23,1.65,1.5,0.0,2.46,3.33,,0.87,,0.19,0.0,0.0,4.14,0.0,,,,,,,
2019-04-27,4.19,0.37,0.18,2.92,0.19,0.47,1.8,1.63,0.0,1.9,4.16,,0.61,,0.38,0.0,0.0,3.69,0.0,,,,,,,
2019-04-28,4.14,0.76,0.09,2.53,0.29,0.48,1.21,1.56,0.0,2.88,4.21,,0.56,,0.11,0.0,0.0,2.1,0.0,,,,,,,
2019-04-29,4.15,0.89,0.03,4.05,0.29,0.3,1.25,1.7,0.0,1.89,4.49,,1.07,,0.06,0.0,0.0,2.36,0.26,,,,,,,
2019-04-30,4.16,0.42,0.02,4.92,0.44,0.33,1.01,1.75,0.51,1.08,4.05,,1.55,,0.05,0.0,0.0,2.5,0.53,,,,,,,
2019-05-01,4.15,0.23,0.0,4.87,0.48,0.15,0.92,1.46,0.0,1.14,3.96,,0.67,,0.45,0.0,0.0,1.94,0.44,,,,,,,
2019-05-02,4.14,0.29,0.07,3.25,0.44,0.17,1.29,1.44,1.61,1.88,3.74,,1.07,,0.57,0.0,0.0,1.93,0.56,,,,,,,
2019-05-03,4.19,0.41,0.05,2.63,0.45,0.34,1.3,1.3,0.0,5.16,3.24,,0.99,,0.7,0.0,0.0,3.16,0.21,,,,,,,
2019-05-04,4.21,0.93,0.15,3.06,0.49,0.17,1.0,0.97,0.0,2.56,3.87,,1.4,,0.35,0.0,0.0,2.33,86.24,,,,,,,
2019-05-05,4.15,1.03,0.03,2.68,0.72,0.16,2.19,1.16,0.0,3.03,4.78,,1.78,,0.35,0.0,0.0,7.15,19.51,,,,,,,
2019-05-06,4.19,1.17,0.1,5.08,0.72,0.25,4.06,1.6,0.0,2.39,5.02,,1.82,,0.3,0.0,0.0,2.96,0.67,,,,,,,
2019-05-07,4.18,0.94,0.74,5.29,1.27,0.29,6.25,1.77,0.0,2.01,6.59,,0.57,,0.14,0.0,0.0,4.36,0.49,,,,,,,
2019-05-08,4.19,1.17,0.16,6.33,1.86,0.4,5.02,1.88,0.0,2.06,4.83,,0.57,,0.48,0.0,0.0,4.03,0.3,,,,,,,
2019-05-09,4.09,1.75,0.0,4.73,1.62,0.29,4.91,1.84,0.0,3.34,5.9,,0.38,,0.34,0.0,0.0,1.78,0.29,,,,,,,
2019-05-10,3.78,1.31,0.0,3.02,1.46,0.22,5.89,2.37,0.0,2.85,3.95,,0.25,,0.34,0.0,0.0,2.99,0.37,,,,,,,
2019-05-11,0.0,1.08,0.0,3.21,1.18,0.25,3.01,1.62,0.0,2.72,4.58,,0.36,,0.33,0.0,0.0,3.52,0.4,,,,,,,
2019-05-12,0.0,0.85,0.0,2.71,0.61,0.3,1.34,1.32,0.0,2.42,4.89,,0.37,,0.45,0.0,0.0,2.47,0.46,,,,,,,
2019-05-13,0.0,1.28,0.17,4.4,0.83,0.21,1.82,1.61,0.0,2.92,5.46,,0.53,,0.17,0.0,0.0,2.28,0.37,,,,,,,
2019-05-14,8.89,1.18,0.09,2.15,0.52,0.22,1.46,1.74,0.0,2.03,4.05,,0.56,,0.06,0.0,0.0,2.95,1.42,,,,,,,
2019-05-15,16.44,0.78,0.15,5.07,0.59,0.28,1.76,1.43,0.0,1.98,4.88,,1.16,,0.14,0.0,0.0,5.89,0.35,,,,,,,
2019-05-16,15.55,1.17,0.09,4.14,0.47,0.16,3.14,1.46,0.0,2.87,3.76,,0.58,,0.23,0.0,0.0,4.78,0.4,,,,,,,
2019-05-17,15.88,1.42,0.07,3.87,0.43,0.23,2.35,1.5,0.0,2.45,4.09,,0.22,,0.31,0.0,0.0,5.33,0.22,,,,,,,
2019-05-18,15.93,2.25,0.14,2.4,0.38,0.31,2.44,1.28,0.0,2.52,3.72,,0.24,,0.06,0.0,0.0,3.25,0.31,,,,,,,
2019-05-19,15.53,1.4,0.18,3.35,0.38,0.25,4.49,0.83,0.0,2.07,4.09,,0.78,,0.06,0.0,0.0,0.8,0.47,,,,,,,
2019-05-20,15.98,1.14,0.18,4.38,0.36,0.19,1.81,1.53,0.0,2.63,3.22,,1.02,,0.15,0.0,0.0,2.45,0.3,,,,,,,
2019-05-21,15.31,0.92,0.04,3.66,0.59,0.19,4.23,1.84,0.0,2.28,3.44,,0.9,,0.1,0.0,0.0,3.45,3.21,,,,,,,
2019-05-22,15.6,1.2,0.02,4.15,0.77,0.13,3.96,1.51,0.0,1.49,4.66,,1.08,,0.11,0.0,0.0,2.44,0.22,,,,,,,
2019-05-23,16.33,1.43,0.17,5.49,0.77,0.17,1.07,1.2,0.0,1.69,3.53,,1.12,,0.21,0.0,0.0,2.59,0.21,,,,,,,
2019-05-24,15.21,0.85,0.28,3.49,0.77,0.18,1.76,1.34,0.0,1.88,3.16,,1.22,,0.17,0.0,0.0,3.82,0.16,,,,,,,
2019-05-25,15.72,0.56,0.39,2.65,0.76,0.11,1.99,1.46,0.0,1.63,3.14,,0.48,,0.21,0.0,0.0,4.27,0.23,,,,,,,
2019-05-26,17.05,0.49,0.39,2.53,0.75,0.16,3.46,1.33,0.0,1.94,4.38,,0.55,,0.14,0.0,0.0,2.84,0.48,,,,,,,
2019-05-27,16.47,0.78,0.31,3.43,0.82,0.14,1.71,1.99,0.0,2.08,3.86,,1.02,,0.14,0.0,0.0,2.82,0.35,,,,,,,
2019-05-28,16.92,0.93,0.2,4.44,0.79,0.16,1.41,2.01,0.0,3.99,4.16,,1.11,,0.14,0.0,0.0,3.43,0.2,,,,,,,
2019-05-29,16.99,0.82,0.37,4.85,0.81,0.92,2.68,1.58,0.0,3.07,5.25,,1.42,,0.14,0.0,0.0,3.63,0.48,,,,,,,
2019-05-30,17.04,1.18,0.2,7.68,0.9,0.28,1.07,1.39,0.0,3.83,6.64,,0.52,,0.23,0.0,0.0,3.62,9.94,,,,,,,
2019-05-31,15.68,0.88,0.07,4.7,0.87,0.23,1.17,1.2,0.0,3.35,6.19,,0.55,,0.03,0.0,0.0,7.51,0.28,,,,,,,
2019-06-01,15.5,0.81,0.16,5.58,0.87,0.23,1.1,1.3,0.0,4.59,6.41,,0.93,,0.16,0.0,0.0,23.57,0.59,,,,,,,
2019-06-02,15.9,0.53,0.19,2.43,0.86,0.24,1.62,1.09,0.0,4.12,6.29,,0.68,,0.05,0.0,0.0,20.8,0.56,,,,,,,
2019-06-03,14.5,0.55,0.03,1.79,0.85,0.23,0.55,1.26,0.0,4.76,6.36,,1.25,,0.13,0.0,0.0,24.42,0.27,,,,,,,
2019-06-04,12.58,0.41,0.05,2.18,0.85,0.92,0.8,1.38,0.0,5.72,3.88,,0.72,,0.17,0.0,0.0,26.78,0.25,,,,,,,
2019-06-05,115.14,0.28,0.31,3.15,0.87,0.62,0.86,1.07,0.0,4.88,4.76,,0.4,,0.06,0.0,0.0,21.83,0.47,,,,,,,
2019-06-06,26.24,0.41,0.16,2.8,0.86,1.16,0.9,1.19,0.0,5.45,4.4,,0.69,,0.28,0.0,0.0,20.4,0.35,,,,,,,
2019-06-07,16.765,0.29,0.11,2.27,0.93,1.88,0.94,1.21,0.0,6.15,3.81,,1.2,,0.15,0.0,0.0,24.01,0.43,,,,,,,
2019-06-08,7.29,0.16,0.02,2.96,0.84,1.77,1.44,1.37,0.0,5.39,5.35,,1.2,,0.03,0.0,0.0,10.55,0.19,,,,,,,
2019-06-09,29.46,0.11,0.09,5.72,0.83,1.71,0.86,1.18,0.0,5.53,4.65,,1.27,,0.07,0.0,0.0,2.56,0.32,,,,,,,
2019-06-10,26.9,0.08,0.13,4.37,0.84,2.26,0.51,1.48,0.0,6.59,5.31,,1.32,,0.13,0.0,0.0,1.85,0.36,,,,,,,
2019-06-11,7.91,0.21,0.1,3.41,0.86,3.18,0.34,1.4,0.0,5.61,5.44,,0.53,,0.08,0.0,0.0,3.39,0.34,,,,,,,
2019-06-12,6.3,0.43,0.12,1.98,0.8,2.3,0.18,1.39,0.0,7.58,3.58,,0.98,,0.09,0.0,0.0,8.02,0.3,0.04,,,,,,
2019-06-13,6.3,0.66,0.1,1.96,0.86,1.31,0.15,1.5,0.0,4.56,3.24,,0.61,,0.2,0.34,0.0,9.79,0.4,0.04,,,,,,
2019-06-14,6.3,1.82,0.0,2.32,0.63,2.08,0.17,1.81,0.0,7.25,3.22,,0.62,,0.27,6.72,0.0,7.5,0.4,0.04,,,,,,
2019-06-15,6.3,1.95,0.05,3.71,0.7,2.05,0.28,1.98,0.0,5.66,6.78,,0.41,,0.08,4.51,0.0,8.33,0.38,0.04,,,,,,
2019-06-16,6.3,2.19,0.05,1.08,0.59,0.97,0.28,1.31,0.0,3.92,4.48,,0.37,,0.22,1.34,0.0,5.93,0.32,0.02,,,,,,
2019-06-17,6.3,1.28,0.13,1.75,0.4,0.98,0.25,1.16,0.0,6.24,4.23,,0.62,,0.18,8.6,0.0,7.87,0.38,0.03,,,,,,
2019-06-18,6.3,0.87,0.03,1.92,0.34,1.09,0.28,1.17,0.0,5.4,3.01,,0.65,,0.27,5.53,0.0,22.29,0.39,0.02,,,,,,
2019-06-19,6.3,1.03,0.0,2.98,0.63,1.69,0.24,1.41,0.0,10.35,3.52,,0.28,,0.27,7.43,0.0,20.92,0.41,0.0,,,,,,
2019-06-20,6.3,0.69,0.11,1.76,0.4,1.41,0.31,1.35,0.0,5.81,3.77,,0.43,,0.28,9.21,0.0,21.69,0.25,0.0,,,,,,
2019-06-21,6.3,1.42,0.09,3.07,0.52,1.78,0.93,1.2,0.0,5.3,4.25,,0.8,,0.18,1.36,0.0,39.76,3.42,0.0,,,,,,
2019-06-22,6.3,1.31,0.05,3.0,0.8,1.71,0.65,1.07,0.0,9.83,5.12,,1.28,,0.04,5.1,0.0,45.57,0.25,0.0,,,,,,
2019-06-23,6.3,0.8,0.06,1.55,0.38,1.32,0.78,1.16,0.0,6.12,5.03,,0.75,,0.06,0.0,0.0,36.69,0.16,0.0,,,,,,
2019-06-24,6.3,0.87,0.15,1.48,0.56,1.69,1.0,1.11,0.0,4.23,4.81,,0.46,,0.11,13.58,0.0,22.53,0.2,0.0,,,,,,
2019-06-25,6.3,0.97,0.04,2.67,0.85,3.62,1.55,1.15,0.0,3.77,3.47,,1.02,,0.08,9.71,0.0,21.68,0.61,0.0,,,,,,
2019-06-26,6.3,1.45,0.12,2.75,0.84,2.06,0.41,1.25,0.0,3.88,3.59,,0.74,,0.08,5.29,0.0,19.35,0.26,0.0,,,,,,
2019-06-27,6.3,1.2,0.02,2.8,0.8,3.15,0.17,0.94,1.3,5.36,3.73,,0.6,,0.1,4.91,0.0,13.01,0.5,0.0,,,,,,
2019-06-28,6.3,0.94,0.05,2.99,1.35,1.49,0.16,1.11,2.0,7.6,5.22,,0.45,,0.07,4.62,0.0,17.96,33.25,0.0,,,,,,
2019-06-29,6.3,0.5,0.08,2.43,1.85,1.46,0.18,1.19,2.0,5.24,4.41,,0.28,,0.05,1.81,0.0,22.66,0.74,0.0,,,,,,
2019-06-30,6.23,0.36,0.0,2.7,0.77,1.76,0.32,1.22,2.0,5.79,4.1,,0.21,,0.03,0.77,0.0,16.23,0.58,0.0,,,,,,
2019-07-01,6.23,0.39,0.75,1.96,0.56,1.5,0.32,1.62,1.99,8.13,4.52,,0.32,,0.11,9.99,0.0,12.81,0.54,0.02,,,,,,
2019-07-02,6.3,0.4,0.1,2.08,0.8,1.72,0.22,1.42,2.0,5.5,3.99,,0.6,,0.07,4.43,0.0,16.35,3.86,0.06,,,,,,
2019-07-03,6.3,0.45,0.03,1.69,0.84,4.07,0.21,1.28,1.99,7.05,3.67,,0.96,,0.09,2.33,0.0,17.08,3.86,0.05,,,,,,
2019-07-04,6.3,1.16,2.03,2.25,0.87,2.91,0.36,1.25,2.0,6.83,3.71,,0.37,,0.27,2.95,0.0,15.47,0.5,0.05,,,,,,
2019-07-05,6.3,0.79,0.0,2.88,0.56,2.19,0.21,1.44,2.0,5.4,5.15,,0.39,,0.23,4.56,0.0,15.64,0.05,0.06,,,,,,
2019-07-06,6.3,0.5,0.03,1.93,0.68,1.11,0.2,1.27,2.0,5.97,4.6,,0.65,,0.21,4.48,0.0,16.35,0.04,0.09,,,,,,
2019-07-07,6.3,0.85,0.11,1.97,1.2,1.69,0.12,1.02,2.0,5.89,4.11,,0.28,,0.09,4.74,0.0,16.01,10.27,0.03,,,,,,
2019-07-08,6.3,0.64,0.19,2.22,0.7,2.13,0.12,1.21,2.0,3.32,3.47,,0.33,,0.17,3.96,0.0,12.24,20.5,0.04,,,,,,
2019-07-09,6.3,0.74,0.11,1.94,0.27,1.09,0.14,1.17,2.0,9.97,3.0,,0.34,,0.11,3.33,0.0,11.82,61.62,0.03,,,,,,
2019-07-10,6.3,0.86,0.03,2.24,0.28,1.9,0.08,0.81,1.99,4.87,2.27,,0.23,,0.15,1.08,0.0,12.57,22.02,0.04,,,,,,
2019-07-11,6.3,0.63,0.07,2.04,0.35,2.11,0.17,0.58,2.0,4.2,3.11,,0.21,,0.2,2.05,0.0,12.5,0.17,0.04,,,,,,
2019-07-12,6.3,0.53,0.0,1.98,0.31,2.13,0.26,1.08,2.0,4.08,3.19,,0.15,,0.15,1.49,0.0,11.8,3.64,0.04,,,,,,
2019-07-13,6.3,0.44,0.0,1.92,1.29,1.71,0.15,0.93,2.0,5.13,2.94,,0.16,,0.2,2.13,0.0,13.11,0.19,0.03,,,,,,
2019-07-14,6.3,0.56,0.18,1.59,0.93,1.74,0.48,0.66,2.0,4.2,3.32,,0.13,,0.03,2.31,0.0,11.14,0.16,0.02,,,,,,
2019-07-15,6.3,0.5,0.08,1.97,0.66,1.88,0.37,0.92,1.99,5.34,2.22,,0.21,,0.12,1.56,0.0,10.04,0.19,0.04,,,,,,
2019-07-16,6.3,0.55,0.09,1.99,0.45,1.63,0.62,1.34,2.0,8.1,3.19,,0.22,,0.18,1.71,0.0,11.76,0.29,0.04,,,,,,
2019-07-17,6.3,0.68,0.15,2.24,0.03,2.68,0.34,1.22,1.98,8.11,3.32,,0.21,,0.44,2.56,0.0,18.23,0.15,0.03,,,,,,
2019-07-18,6.3,0.65,0.16,2.37,0.41,1.95,0.46,1.25,2.0,5.28,3.13,,0.39,,0.18,1.52,0.0,10.48,0.05,0.02,,,,,,
2019-07-19,6.3,0.51,0.21,3.38,0.96,2.08,0.78,1.35,2.0,7.76,3.68,,0.26,,0.08,1.76,0.0,11.55,0.08,0.03,,,,,,
2019-07-20,6.3,0.61,0.07,2.39,0.73,2.7,0.55,1.22,2.01,4.46,3.59,,0.44,,0.05,1.33,0.0,12.41,3.21,0.05,,,,,,
2019-07-21,6.3,0.4,0.07,2.6,0.18,2.69,0.34,1.09,1.99,1.91,4.25,,0.29,,0.03,1.17,0.0,11.38,0.16,0.03,,,,,,
2019-07-22,6.3,0.36,0.03,2.91,0.47,2.18,0.43,1.14,2.0,2.03,3.4,,0.3,,0.09,0.58,0.0,9.5,0.23,0.03,,,,,,
2019-07-23,6.3,0.4,0.03,2.82,0.21,2.67,0.19,1.07,1.99,3.01,4.4,,0.35,,0.09,0.0,0.0,11.51,0.28,0.03,,,,,,
2019-07-24,6.3,0.58,1.18,2.36,0.03,2.83,0.25,0.74,2.0,5.05,4.18,,0.32,,0.11,0.0,0.0,12.91,0.12,0.03,,,,,,
2019-07-25,6.3,0.5,0.32,1.69,0.06,3.44,0.24,0.71,2.01,4.26,3.5,,0.55,,0.11,0.0,0.0,16.49,0.11,0.03,,,,,,
2019-07-26,6.3,0.44,2.93,2.1,0.14,3.58,0.29,1.14,2.0,5.41,3.7,,0.54,,0.09,0.0,0.0,14.99,0.33,0.04,,,,,,
2019-07-27,6.23,0.39,4.82,2.0,0.32,2.08,0.13,1.0,1.99,5.29,3.91,,0.59,,0.13,0.0,0.0,16.68,0.06,0.04,,,,,,
2019-07-28,6.17,0.31,1.12,1.3,0.74,2.15,0.16,0.87,2.0,4.77,5.0,,0.29,,0.0,0.0,0.0,14.66,0.15,0.02,,,,,,
2019-07-29,6.3,0.32,0.89,1.52,0.87,1.92,0.16,0.97,2.0,4.66,4.03,,0.48,,0.1,0.0,0.0,14.58,0.23,0.04,,,,,,
2019-07-30,5.77,0.52,0.85,2.01,0.87,1.87,0.12,1.03,2.0,5.11,4.32,,0.48,,0.19,0.0,0.0,15.78,0.38,0.04,,,,,,
2019-07-31,2.88,0.75,0.47,1.65,1.08,2.33,0.21,1.02,2.0,6.07,3.58,,0.47,,0.2,0.0,0.0,15.76,0.09,0.04,,,,,,
2019-08-01,2.88,0.56,1.03,1.88,0.68,2.14,0.13,1.16,2.0,4.4,3.73,,0.34,,0.06,0.0,0.0,15.5,0.21,0.03,,,,,,
2019-08-02,2.88,0.43,1.63,2.14,0.79,1.8,0.92,1.22,2.0,4.49,3.33,,0.44,,0.04,0.0,0.0,16.44,0.18,0.04,,,,,,
2019-08-03,2.51,0.35,0.9,2.58,1.29,1.73,1.36,1.35,2.0,6.96,3.32,,0.44,,0.09,0.0,0.0,16.62,0.06,0.03,,,,,,
2019-08-04,2.14,0.49,0.27,2.13,0.55,1.45,1.28,1.03,2.01,5.97,4.21,,0.3,,0.19,0.0,0.0,15.88,0.15,0.01,,,,,,
2019-08-05,2.14,0.45,1.49,2.18,0.62,1.58,1.09,1.48,2.01,6.27,3.88,,0.83,,0.35,0.0,0.0,15.09,0.14,0.02,,,,,,
2019-08-06,2.14,0.47,1.25,2.53,0.77,1.54,0.59,1.36,2.01,6.56,3.67,,0.34,,0.06,0.0,0.0,14.78,0.17,0.02,,,,,,
2019-08-07,2.14,0.45,1.06,3.07,0.65,1.17,0.09,1.11,1.99,8.11,3.35,,0.75,,0.22,0.0,0.0,12.29,0.07,0.05,,,,,,
2019-08-08,2.12,0.72,0.31,2.27,0.56,1.19,0.06,1.13,1.99,4.98,3.75,,0.65,,0.29,0.0,0.0,12.36,17.42,0.04,,,,,,
